,커피/Noun,가격/Noun,직원/Noun,분위기/Noun,디저트/Noun
팅/Noun,3.0660546e-23,1.5739453e-25,7.9288403e-23,6.4215834e-23,6.550686e-23
샌드위치/Noun,1.1637371e-18,9.373983e-22,2.708284e-22,3.2128716e-20,4.380652e-19
해/Noun,7.9888304e-16,2.3294952e-19,2.8906017e-18,4.855222e-16,1.2369602e-17
힘들다/Adjective,4.6253856e-21,6.4381393e-23,8.506051e-22,1.5196287e-20,9.812465e-22
스/Noun,4.6748503e-17,6.938144e-23,2.3845077e-21,2.4269332e-20,6.208577e-22
고/Noun,1.2126842e-16,5.695445e-21,4.25986e-18,6.0571847e-18,2.6604582e-19
적당하다/Adjective,7.797368e-17,2.632702e-21,7.135276e-20,4.218191e-17,2.0625678e-18
움/Noun,1.3792989e-22,9.438594e-25,7.0489095e-23,2.0687672e-20,9.961017e-23
가장/Noun,2.9260255e-18,1.2574575e-22,4.219693e-22,1.3132445e-19,6.9092304e-21
아/Exclamation,6.431163e-17,2.5387698e-21,6.6826813e-18,3.2374069e-18,1.1469545e-18
팬케이크/Noun,6.304725e-18,7.820498e-21,4.8496164e-22,5.2447115e-20,7.116147e-18
찍다/Verb,2.3984825e-22,1.0814627e-25,9.251812e-22,6.6764793e-21,2.6936121e-22
소리/Noun,4.416702e-23,1.0812646e-25,1.0322918e-20,2.2541471e-21,4.250106e-25
얼음/Noun,2.2460453e-20,9.121585e-23,4.918546e-24,2.168808e-22,1.5043425e-22
가야/Noun,8.577345e-22,2.5759028e-25,2.2974542e-24,1.3945421e-21,2.25033e-23
쿠키/Noun,9.71162e-15,1.8990086e-20,3.2390234e-19,2.0229e-16,1.5362138e-16
버터/Noun,4.604015e-21,1.1088205e-25,2.5522715e-25,8.9383305e-24,9.654506e-24
위/Noun,1.1465765e-21,4.283342e-25,1.0740515e-22,3.08297e-21,7.5895424e-23
편이/Noun,1.3340492e-16,2.9251102e-18,4.754608e-19,7.8299765e-17,6.6029325e-19
구/Modifier,8.296756e-21,1.6626782e-24,3.662706e-23,6.6827954e-22,1.3794568e-22
즐기다/Verb,6.636313e-20,8.801026e-25,4.953175e-23,2.4797724e-19,3.4971678e-22
따뜻하다/Adjective,2.6572137e-18,3.659518e-25,1.3246341e-21,2.9039072e-19,9.715216e-22
다시다/Verb,2.8850092e-23,1.0672655e-26,1.8896188e-23,2.7256298e-25,2.0808635e-25
귀엽다/Adjective,2.7900103e-18,4.0570018e-22,1.0109683e-18,2.3604312e-16,1.9251374e-18
거의/Noun,1.5218004e-17,3.4103635e-21,5.404618e-19,2.9211614e-19,1.0951285e-19
평범하다/Adjective,4.3437996e-16,4.296189e-17,6.3721574e-19,3.168598e-16,1.0985563e-17
옆/Noun,6.144072e-21,9.223773e-27,8.516047e-23,4.4669458e-21,2.859633e-23
위치/Noun,2.2703486e-18,8.509009e-21,1.1814041e-20,2.427613e-17,3.176664e-20
비엔나/Noun,1.5185646e-17,3.2256753e-23,7.090364e-22,1.1519833e-19,5.9810664e-19
특별하다/Adjective,1.7514413e-17,1.5200584e-19,1.8757813e-21,1.2617509e-18,7.024949e-20
대비/Noun,1.10243e-19,2.3162743e-19,1.1001304e-22,5.373389e-20,1.4861602e-20
약간/Noun,6.8738304e-18,1.49405e-20,1.8993637e-20,2.4117069e-19,3.5992575e-22
간/Noun,2.7530582e-19,2.4980807e-24,1.5165991e-21,3.790343e-19,9.58048e-22
청포도/Noun,8.919572e-22,1.0105024e-24,1.703284e-23,8.576686e-23,5.924557e-23
계속/Noun,3.2969424e-18,1.6471054e-23,1.9653945e-16,8.007862e-18,7.338982e-19
플/Exclamation,9.16806e-21,3.2461292e-23,7.467347e-23,8.884531e-21,5.0393497e-19
베이커리/Noun,4.1176796e-17,1.4370988e-20,1.7253312e-20,1.01264766e-17,8.3199134e-16
스타/Noun,6.634863e-22,3.2123136e-24,2.911799e-23,3.7312457e-22,7.90061e-23
찾아가다/Verb,4.8256864e-20,4.5603812e-23,1.0507092e-22,1.33401106e-20,1.6229561e-22
물어보다/Verb,8.704081e-22,4.297024e-25,3.498439e-20,2.1799384e-23,3.1078106e-23
빼다/Verb,1.15287514e-20,1.1628384e-22,3.5707203e-20,4.34278e-20,1.6344762e-21
생기다/Verb,2.5708439e-20,1.614355e-22,2.9317094e-20,1.0322132e-20,7.8800824e-23
음/Noun,2.3312141e-16,9.2341216e-20,5.833629e-19,4.4940964e-17,3.0149356e-19
고소하다/Adjective,1.0634016e-17,1.4470819e-22,1.6430261e-23,1.9710367e-20,5.0687047e-22
자체/Noun,1.2186804e-16,5.314577e-20,2.7028388e-19,2.4232182e-17,3.861153e-18
끄다/Verb,1.04756524e-19,8.159706e-24,5.123721e-22,8.727458e-21,3.3309923e-22
웨이/Noun,7.0193134e-23,4.4225333e-24,1.4156372e-23,1.5104773e-23,6.660036e-24
도넛/Noun,1.3212997e-19,6.6050106e-23,2.9736838e-23,4.898086e-22,3.0612225e-19
오늘/Noun,1.00441465e-17,3.1074193e-23,3.4130464e-20,1.3482082e-19,4.7642263e-21
저렴하다/Adjective,1.697543e-16,2.0810922e-19,1.7744313e-20,4.47509e-17,2.8395317e-17
기대/Noun,2.4177193e-21,1.9688628e-22,3.3645628e-24,7.132385e-22,1.1976838e-22
직접/Noun,1.8296208e-19,7.599128e-24,3.0439368e-22,1.000753e-20,2.3264111e-21
얼/Noun,1.8992912e-20,5.7289687e-25,2.7602783e-22,6.7089295e-21,2.1098676e-20
나가다/Verb,6.3665628e-21,1.0660704e-24,1.4397594e-21,4.790174e-22,8.106284e-23
여/Noun,8.32487e-15,4.313686e-21,6.392466e-18,9.979955e-16,7.058591e-17
마음/Noun,2.7550933e-21,1.0940313e-25,3.8956636e-21,1.5152705e-19,1.2592434e-22
굳이/Noun,1.7188754e-18,5.069094e-21,1.4006951e-20,1.9166497e-20,2.615536e-20
명/Noun,1.1435053e-22,2.1791143e-24,4.2835633e-21,9.0565705e-24,9.315509e-25
완전/Noun,7.3312674e-17,5.1363655e-21,1.2108294e-18,9.141712e-17,3.7733502e-18
달라/Noun,2.9828438e-21,4.8189965e-25,1.4289264e-20,2.7535464e-23,5.2463814e-24
온/Noun,1.2753774e-19,2.2194588e-24,3.176519e-20,1.2713013e-20,7.1261837e-22
무엇/Noun,1.9584566e-16,9.7522405e-21,2.0889137e-16,9.081377e-16,4.3709725e-18
그렇게/Adverb,5.1799365e-18,6.1817812e-21,2.0525134e-18,1.3065532e-20,1.5988755e-20
아인/Noun,1.8283169e-18,3.563748e-23,1.2663009e-21,3.740256e-20,5.2976116e-21
티라미수/Noun,6.995571e-17,1.11247125e-20,3.7425238e-21,7.775799e-18,1.8847591e-16
싸다/Verb,2.9247355e-15,3.4159134e-19,3.4431514e-19,1.1663961e-16,1.6391249e-17
당/Noun,1.2705705e-18,9.970711e-23,9.339749e-23,1.3433825e-19,1.4920387e-21
어떻다/Adjective,3.7840167e-18,4.5993756e-23,2.3630528e-16,3.0794585e-19,1.6838354e-19
초콜릿/Noun,5.6900034e-18,7.4592895e-23,5.603932e-23,1.1937858e-19,5.1740297e-19
저녁/Noun,9.2593415e-20,5.839467e-25,1.5530862e-20,9.6946414e-20,4.6433824e-21
화이트/Noun,2.1482604e-18,2.364585e-24,1.2770691e-23,1.5394195e-20,4.331197e-21
달달/Noun,2.959626e-17,1.0555145e-21,4.5031114e-22,2.0155332e-19,2.9669138e-19
말차/Noun,5.443603e-18,2.9376847e-22,9.812576e-22,6.573729e-19,1.5503411e-18
재료/Noun,4.396438e-19,1.3537005e-21,8.3200694e-24,1.2782303e-21,2.6827555e-20
지점/Noun,3.535413e-20,3.0980822e-22,1.0062233e-20,4.8950065e-21,1.6496158e-21
응대/Noun,2.1934048e-20,3.1253957e-22,3.0681598e-16,7.134511e-21,6.46672e-22
천/Noun,6.9733156e-19,4.8321916e-19,6.806593e-24,5.8643022e-21,2.6356965e-21
가기/Noun,8.370002e-20,3.7082568e-23,1.278699e-20,5.260285e-18,4.7044635e-22
넣다/Verb,2.9923747e-19,1.9734712e-23,1.4422165e-21,1.1570949e-22,3.533146e-21
주차/Noun,1.6797542e-20,6.0170544e-22,1.0421673e-21,1.1932167e-19,2.500133e-22
리뷰/Noun,8.4150703e-22,3.8686436e-25,4.502549e-20,9.8769405e-23,4.952136e-23
옥/Noun,1.970254e-21,4.4091704e-26,1.9658429e-25,4.7696478e-20,2.6902003e-24
와이파이/Noun,1.8431177e-21,1.4924364e-22,1.3727345e-19,2.4357153e-21,4.8182845e-23
감성/Noun,6.5779616e-21,1.2274573e-22,2.2042563e-22,1.8969915e-17,4.942704e-21
꽤/Noun,4.0552927e-18,5.746052e-21,6.4167167e-21,4.906415e-19,6.064438e-20
쉬다/Verb,5.7957907e-18,7.81861e-23,2.8143272e-19,1.9180279e-17,3.8539825e-20
물/Noun,8.96882e-19,2.3746562e-23,5.511945e-21,2.9419026e-21,4.3279085e-22
평일/Noun,2.7622718e-20,7.608268e-23,3.6277124e-20,1.1436908e-18,1.8674208e-21
그/Determiner,3.9025035e-22,9.5828734e-26,7.5971637e-22,4.62856e-22,3.786493e-22
건물/Noun,1.6453996e-20,9.031139e-25,5.606439e-21,3.2538098e-19,2.1345721e-23
짱/Noun,9.605247e-16,1.20699125e-20,6.603084e-19,2.4308763e-16,5.6685984e-18
깨끗하다/Adjective,1.03031355e-19,1.8161624e-22,2.3713037e-18,7.93864e-17,1.1591155e-19
등/Noun,1.3310742e-18,5.428105e-21,1.6697305e-20,7.2430013e-19,1.9446145e-19
굳다/Adjective,2.4605037e-18,3.2166209e-22,2.006961e-21,8.927313e-19,4.0335194e-20
홍대/Noun,2.399137e-18,8.712119e-22,1.9477835e-20,9.841236e-18,6.5839906e-20
놀라다/Verb,3.040891e-18,1.6270749e-19,4.56659e-18,7.00633e-18,4.831491e-19
관리/Noun,1.6542513e-24,1.3811284e-26,5.108011e-22,1.08544815e-23,5.4798154e-25
이상/Noun,6.9141675e-19,1.12589395e-20,1.1705602e-22,2.1929447e-20,2.3212553e-18
높다/Adjective,7.6831185e-20,1.6730085e-19,3.488161e-22,1.9281863e-19,5.4019895e-23
둘/Noun,3.687781e-19,4.7458436e-24,1.2365243e-20,2.0500465e-20,1.664338e-20
바닐라/Noun,1.1905301e-18,4.1671265e-23,1.3466282e-22,4.590476e-21,4.0425286e-21
눈/Noun,1.7268994e-19,1.0804276e-25,2.0568075e-19,1.6701392e-19,1.1281456e-22
들리다/Verb,4.0453998e-20,3.435084e-26,1.9361224e-21,6.696356e-19,1.8644303e-22
맛집/Noun,1.1081311e-18,2.493e-22,3.3661083e-21,1.5042767e-18,5.9536983e-21
년/Noun,6.450747e-24,1.341886e-28,4.6163186e-24,5.703111e-24,6.0775712e-27
아늑하다/Adjective,5.7358615e-16,8.399236e-20,1.1123323e-18,1.0475909e-12,6.429443e-18
길/Noun,3.1613702e-21,5.79807e-25,5.2757424e-24,1.5902198e-20,2.753516e-22
일단/Noun,1.778558e-13,9.4132765e-18,2.0372508e-15,8.293499e-13,3.972314e-15
제대로/Noun,4.6501386e-20,2.0244975e-24,5.527126e-21,2.8172887e-21,5.41772e-21
마/Noun,4.9946757e-21,1.388531e-24,7.8482225e-23,2.21416e-21,1.2452049e-21
놓다/Verb,1.5186094e-19,4.7784313e-25,8.3849257e-20,2.3117446e-20,4.7375104e-22
굉장하다/Adjective,2.292797e-16,1.3314843e-20,3.4176373e-17,2.3371534e-16,2.5136592e-19
맛보다/Verb,3.0545735e-19,5.120416e-23,3.5752536e-23,2.4246742e-21,1.0999847e-20
수플레/Noun,2.359383e-19,1.4549996e-19,7.8207327e-22,6.957662e-20,7.849381e-18
류/Noun,4.5626747e-17,5.250779e-19,7.918421e-21,8.977792e-18,5.9322416e-17
예전/Noun,3.747717e-17,6.195572e-20,3.5792614e-18,3.549242e-17,9.1435255e-17
성비/Noun,1.7449365e-20,2.0682465e-20,7.729054e-23,1.4836969e-19,2.7359916e-20
역시/Noun,1.0394507e-15,1.3021049e-20,1.3973491e-20,8.093332e-17,7.9834567e-19
버리다/Verb,4.281915e-20,7.5966314e-25,1.7798528e-22,1.4331017e-21,4.745161e-22
테라스/Noun,8.8286215e-20,9.456396e-25,1.7274953e-23,4.011749e-18,4.8548892e-23
편안하다/Adjective,3.6877568e-17,2.0348835e-21,6.7307725e-20,3.0884765e-15,3.1023784e-20
한데/Eomi,2.2842155e-16,4.0175203e-19,4.796179e-19,5.438106e-17,1.5049541e-18
값/Noun,1.1704368e-19,2.5053895e-14,7.6785696e-22,8.267657e-21,6.077219e-21
팥/Noun,1.5692266e-18,1.8418165e-22,3.3307727e-24,1.0522781e-21,3.657851e-21
쓸다/Verb,5.372958e-20,5.5707887e-23,2.3563689e-20,1.6898962e-20,4.8737796e-23
입/Noun,2.591452e-20,1.3870215e-25,8.266411e-25,9.325193e-22,2.2542492e-22
떨어지다/Verb,2.0242401e-19,4.0350723e-21,1.8939229e-20,5.3322437e-20,7.510385e-19
산미/Noun,3.8874395e-21,1.7474776e-24,9.933225e-26,6.3209645e-23,3.1488273e-22
웨이팅/Noun,5.1182757e-20,1.5496646e-21,3.552513e-21,3.9242576e-20,9.367336e-22
베이글/Noun,1.7223794e-19,9.971314e-24,1.4766365e-22,3.396305e-20,2.5846598e-20
무슨/Noun,4.6097816e-20,1.6363156e-22,2.0984447e-21,3.024734e-22,2.2303246e-22
다르다/Adjective,2.5668914e-15,1.2432128e-19,1.64053e-20,4.9385677e-17,8.345333e-18
컵/Noun,1.2414544e-19,2.0349745e-23,1.3613446e-20,1.83456e-21,5.709887e-22
서울/Noun,1.4970808e-18,1.1296613e-22,1.16291e-21,1.1341457e-18,6.734622e-21
들어오다/Verb,8.1293413e-19,1.09727144e-23,4.198331e-18,1.6750528e-18,3.7908597e-21
먹기/Noun,2.993887e-23,1.6075007e-25,4.592341e-25,9.338751e-23,2.6075992e-25
걸리다/Verb,4.5091258e-23,1.3965728e-25,1.4640097e-24,4.8896587e-25,2.195023e-25
녹차/Noun,2.284712e-16,4.2468384e-22,2.8875225e-21,1.0758295e-18,2.290381e-19
기대하다/Adjective,1.4295222e-18,1.2633433e-21,2.2140935e-20,1.0407981e-18,9.429228e-19
거리/Noun,2.9849723e-21,4.5160974e-23,1.3521108e-21,1.2472224e-18,1.01230147e-22
이용/Noun,2.9550523e-20,1.2609978e-22,5.981683e-19,1.8667746e-19,9.248208e-23
놀다/Verb,1.9619147e-20,1.9998277e-24,6.917459e-21,7.250212e-20,2.7508388e-22
절대/Noun,3.6613467e-18,2.895395e-23,2.888471e-20,1.440238e-20,5.676293e-21
난/Noun,3.24756e-19,1.9305166e-22,3.9698627e-21,4.7010952e-20,3.4344132e-20
기다/Verb,5.97365e-21,3.737341e-23,4.195399e-19,6.363531e-20,9.129252e-21
남다/Verb,1.6452301e-20,2.0308334e-23,2.2005777e-21,1.2904934e-21,9.145455e-22
세/Noun,1.0751432e-20,1.921756e-24,2.7678398e-21,1.2382228e-21,1.2006991e-21
재밌다/Adjective,5.420395e-18,2.9381535e-23,3.2920033e-18,2.1340573e-17,2.3128663e-19
당근/Noun,2.5696784e-19,6.943784e-23,1.9837154e-21,2.3736196e-19,4.6482232e-20
감/Noun,1.1925905e-16,1.4049732e-17,4.3652357e-20,3.928578e-17,2.4726406e-19
책/Noun,3.7916818e-22,5.533908e-25,2.998013e-23,2.6369046e-20,3.7347349e-22
특이하다/Adjective,1.0012394e-17,9.764967e-22,2.2467898e-21,5.2019595e-17,1.1116531e-19
추억/Noun,4.3358917e-21,1.8079804e-27,1.636939e-23,1.2756249e-20,3.0675285e-23
모든/Noun,1.245857e-19,9.348059e-22,1.1767077e-21,1.0337307e-19,8.802314e-22
심/Noun,6.1323934e-19,8.413879e-23,1.2380182e-16,8.93379e-18,2.508161e-19
강하다/Adjective,3.4679086e-18,2.8819967e-22,1.1547522e-24,9.01501e-22,7.548808e-21
여러/Noun,2.6043141e-21,1.0793079e-24,3.9358555e-23,4.8367024e-22,6.0442694e-22
얘기/Noun,7.6146427e-19,1.353823e-23,1.1569162e-18,1.3550871e-18,1.2048009e-21
함께/Adverb,4.2406953e-18,2.52749e-23,2.5028335e-22,4.2419877e-19,1.586318e-20
두다/Verb,9.8785004e-20,1.2488605e-25,3.82307e-21,2.7606798e-21,1.7542452e-22
카운터/Noun,7.1862406e-22,1.5186577e-24,1.196902e-16,1.818229e-21,5.660308e-23
생각나다/Verb,2.6269538e-21,1.7579058e-26,4.800122e-23,1.6712845e-21,5.0011363e-22
레몬/Noun,1.0996753e-18,9.659806e-25,7.212822e-23,2.745726e-20,2.894713e-21
신경/Noun,5.5774596e-25,4.0872675e-27,1.8071843e-23,5.486951e-24,1.9522876e-24
페너/Noun,1.2017837e-16,4.0845476e-23,2.3034074e-21,1.4745055e-19,2.859497e-19
원래/Noun,4.915916e-18,1.8602591e-23,2.426268e-19,1.6513363e-19,1.7899668e-19
취향/Noun,1.1838084e-20,2.8240836e-25,1.46097e-23,4.0596687e-20,7.672217e-22
손/Noun,3.578411e-20,1.36966e-25,1.0093097e-21,4.0929103e-22,5.880563e-22
태도/Noun,2.2310917e-21,7.740882e-24,1.6377741e-18,1.4233819e-21,3.603996e-23
과일/Noun,3.1625917e-19,1.02761155e-22,6.727268e-24,2.896899e-22,5.49905e-21
기억/Noun,2.9902752e-19,1.2908066e-24,2.5691563e-21,1.9321834e-20,2.1810126e-22
속/Noun,2.894552e-18,6.33712e-22,2.2051743e-21,3.4147945e-18,5.937731e-21
동네/Noun,1.4155118e-17,4.194933e-20,1.2459522e-19,1.5936352e-17,5.93038e-19
전체/Noun,5.0877627e-16,4.586247e-18,3.1677006e-18,1.2363017e-14,1.7394032e-17
지금/Noun,1.1839045e-18,1.2039968e-21,7.8478507e-19,9.553562e-19,1.9517703e-20
올라가다/Verb,2.9440376e-20,1.0990016e-23,5.1692452e-23,1.8363593e-21,1.629278e-21
고르다/Verb,1.9591776e-20,3.0784642e-24,1.93179e-23,2.858391e-22,9.9118164e-23
인스타/Noun,4.1178793e-19,6.847592e-22,9.778051e-22,6.1697013e-19,4.5005576e-20
혼자/Noun,8.995884e-20,4.32078e-23,1.4587232e-19,1.37251e-18,7.181617e-20
정신/Noun,5.6843944e-22,3.6348268e-23,1.2630602e-19,8.7138566e-20,1.3765559e-21
개다/Verb,2.6626526e-18,1.948496e-21,4.5635356e-21,3.9563234e-18,6.384024e-21
맘/Noun,2.3899544e-20,4.7492872e-23,3.9697117e-21,4.5678096e-18,2.0109683e-22
따로/Adverb,1.9367662e-20,4.0591052e-23,9.4825336e-21,2.0785445e-20,1.2781668e-21
비주/Noun,3.3031525e-23,3.362444e-25,2.4915509e-25,1.0426042e-22,1.7313878e-23
쾌적하다/Adjective,1.6532597e-18,1.9903924e-22,8.497182e-18,7.4101947e-16,2.3950562e-20
짜다/Verb,1.3486006e-17,3.3171467e-21,3.2302256e-19,4.7833156e-19,1.9923839e-21
기/Noun,1.1146e-19,5.989019e-24,5.040638e-19,1.0243182e-18,2.6866659e-21
찍기/Noun,1.9270812e-21,7.420263e-24,3.9955193e-23,3.481933e-18,1.2891152e-22
처/Noun,1.5087479e-18,1.5183761e-21,5.211102e-22,5.9058623e-19,3.147947e-17
시원하다/Adjective,2.8208434e-17,1.1017474e-22,4.2629932e-20,1.3148807e-16,1.2371099e-19
사랑/Noun,6.344891e-20,2.6216039e-24,1.2871945e-21,4.1471673e-20,2.1697363e-21
그/Modifier,3.3418556e-18,1.9348136e-23,7.811817e-22,1.213576e-18,4.6107992e-21
요구르트/Noun,6.824185e-19,1.8980445e-21,3.375996e-22,9.553546e-22,2.9089752e-18
단점/Noun,2.7361572e-21,1.7711708e-21,4.0362706e-22,1.3903312e-19,5.4880057e-21
나서다/Verb,1.1367316e-18,4.4607232e-24,2.3112749e-22,6.0872645e-21,4.391171e-21
바/Noun,1.73188e-19,4.1522902e-23,2.8211861e-18,3.4552675e-20,1.4391601e-22
이드/Noun,3.504291e-19,1.187647e-23,1.9361509e-22,8.3375295e-20,4.7456363e-20
써다/Verb,2.348222e-19,3.359372e-22,2.0632435e-19,1.3905115e-19,4.6809973e-21
감사하다/Verb,3.9720308e-20,6.847402e-24,1.117593e-19,7.397438e-21,2.309257e-22
주인/Noun,5.3919536e-19,6.109729e-24,2.1529202e-14,2.738427e-18,1.1132482e-20
잘/VerbPrefix,4.2870985e-19,5.8605585e-24,6.784727e-20,6.8098564e-19,1.5040628e-20
실망/Noun,2.783999e-21,6.6011855e-22,7.38257e-24,1.602562e-22,4.9447597e-21
니/Modifier,6.0358465e-19,1.0830538e-22,8.2926655e-23,4.9429144e-20,3.2058457e-19
단/Noun,1.0249206e-17,4.9523323e-20,7.6560235e-21,3.9359994e-19,9.155766e-19
교육/Noun,7.9564043e-25,7.238055e-27,4.1098675e-23,1.4071237e-25,3.268403e-26
탑/Noun,1.6421514e-20,5.1436295e-25,4.3178633e-23,6.2006783e-20,5.790627e-23
대다/Verb,8.693607e-19,8.1069336e-23,1.5454461e-18,3.7982746e-19,1.9576067e-22
더럽다/Adjective,1.4928935e-20,1.0936948e-22,6.899703e-19,6.575729e-21,1.7433789e-21
싫다/Adjective,9.085889e-22,8.8019696e-24,6.1962096e-20,2.397074e-22,1.0059914e-23
방/Noun,1.0097068e-20,2.0228995e-24,5.0659213e-22,4.325008e-20,1.7120595e-22
스타벅스/Noun,1.7671512e-18,2.7089466e-21,2.9018253e-19,6.06349e-20,2.2673677e-21
수준/Noun,4.2380456e-17,2.7780092e-18,6.0787287e-20,1.653374e-17,3.2136593e-18
느끼하다/Adjective,1.3996118e-19,8.525547e-21,2.861162e-22,6.3809565e-21,3.4279618e-19
여유/Noun,6.8569075e-19,4.4666026e-22,4.190069e-21,1.0088729e-17,3.388267e-21
가능하다/Adjective,1.4607445e-19,3.5510864e-23,1.4277053e-21,1.5246394e-20,2.455548e-22
따다/Verb,9.155278e-19,7.954044e-23,1.0283728e-21,2.5162673e-20,3.556228e-21
홍차/Noun,4.1876686e-15,1.1561324e-23,2.412108e-22,2.2450197e-18,7.568077e-19
고양이/Noun,2.063402e-18,1.5421039e-22,4.3530163e-19,5.320691e-17,2.775245e-18
양도/Noun,1.9238232e-18,4.9390664e-21,5.711564e-22,7.376867e-21,3.234182e-20
퀄리티/Noun,2.9406154e-19,4.135026e-17,1.3516107e-21,1.4409477e-19,3.274803e-20
봄/Noun,4.629912e-18,5.6562316e-22,9.47653e-21,5.7594854e-20,7.615564e-21
뭔가/Noun,1.7788535e-16,1.9455993e-21,7.647687e-18,7.2971716e-17,1.3941983e-18
주변/Noun,6.7368414e-18,8.2553625e-22,4.388446e-19,4.161883e-16,8.118552e-20
그래서/Adverb,1.2933553e-16,2.4784942e-20,8.637318e-18,5.082387e-17,8.34552e-19
바뀌다/Verb,9.217084e-21,7.934823e-25,8.519333e-22,2.9920848e-22,7.0736953e-22
오/Noun,2.0412218e-19,2.233151e-22,4.5149502e-20,1.2096884e-19,1.4470218e-21
밤/Noun,6.5156334e-19,3.532157e-24,6.3880406e-22,7.3201095e-19,4.657364e-20
광화문/Noun,1.9191354e-22,9.90495e-28,1.2601304e-25,5.412512e-22,8.9661536e-26
계산/Noun,1.3407132e-22,5.5474955e-26,6.245879e-20,1.1973355e-24,1.6785467e-24
만족/Noun,5.5824155e-19,3.482854e-23,9.876719e-22,3.2803057e-19,1.1384185e-20
어울리다/Verb,2.3530532e-21,1.0560032e-26,6.296387e-25,6.2150025e-21,1.5765907e-23
핫/Noun,1.1920656e-19,3.6840334e-23,7.965032e-24,4.035074e-20,7.287115e-21
타다/Verb,5.613253e-18,1.6499919e-23,4.1949288e-22,3.2707937e-21,2.395328e-22
사용/Noun,3.260644e-19,3.9666946e-23,3.50648e-21,2.7188974e-20,6.8250337e-22
강추/Noun,1.7526978e-17,6.0055655e-22,5.1174753e-20,1.3942569e-18,3.6943848e-19
팥빙수/Noun,1.1487246e-16,2.387191e-22,6.928596e-23,9.896384e-19,1.2422082e-18
추가/Noun,1.04197704e-20,1.3774218e-22,4.98458e-24,3.7627037e-23,1.6613548e-22
그다지/Noun,9.572291e-16,1.3658872e-18,3.9015269e-19,7.85235e-17,9.553415e-19
남기다/Verb,6.445399e-20,5.9537183e-22,1.287043e-20,8.588579e-21,1.0548307e-20
마스크/Noun,2.175269e-24,2.1095233e-26,4.700051e-22,3.3769455e-24,1.6731574e-24
의사/Noun,1.3918688e-21,1.5824302e-22,1.2658421e-21,1.6114464e-20,1.1675856e-22
마스/Noun,1.9206148e-22,5.0565466e-26,2.3462195e-24,1.2806162e-22,4.0864786e-24
비추다/Verb,2.0134823e-18,1.5470178e-22,1.5965882e-22,4.0123875e-20,3.6876387e-20
플랫/Noun,1.9035279e-19,3.6648845e-24,4.015917e-24,6.108569e-22,4.0973466e-22
파스타/Noun,4.8908917e-17,1.9261846e-21,3.543999e-21,7.8236986e-19,2.1207867e-19
문/Noun,2.4735235e-22,1.2403294e-24,1.1329554e-20,2.4232038e-21,7.04974e-24
새롭다/Adjective,1.0829444e-18,4.23236e-24,9.870509e-21,3.5537247e-18,2.6663191e-20
늦다/Verb,9.621101e-21,3.2180186e-23,2.3075146e-21,4.7527536e-21,2.9200763e-22
평범/Noun,5.8069863e-19,5.716888e-20,6.6592526e-23,1.2173921e-18,1.1297019e-19
치다/Verb,1.2098638e-19,6.2166556e-23,1.399579e-20,1.1109616e-20,5.627999e-20
이름/Noun,1.4883239e-17,2.3538621e-20,7.568365e-19,1.461269e-18,9.105051e-20
드리다/Verb,3.6870758e-20,5.167468e-24,9.588346e-21,1.952797e-21,1.3937186e-20
야외/Noun,2.1994113e-21,5.5621165e-26,2.21056e-25,6.5845683e-20,1.2929715e-22
살짝/Noun,8.785756e-19,8.635954e-21,5.4457965e-21,4.2001709e-19,5.0902175e-20
선택/Noun,6.4919837e-21,3.0462807e-24,1.1555984e-24,2.9746269e-22,2.3778014e-23
불편/Noun,2.0174013e-20,3.9065866e-21,1.2993548e-22,6.967888e-20,8.90176e-22
독특하다/Adjective,1.3569341e-14,1.6068862e-19,2.0919648e-19,9.845857e-14,1.3369169e-17
보내다/Verb,2.992827e-22,2.4040272e-27,9.534786e-24,1.7066297e-20,1.8399739e-25
