,커피/Noun,가격/Noun,직원/Noun,분위기/Noun,디저트/Noun
법/Noun,5.417445e-16,1.9487358e-19,1.2013424e-18,6.5812634e-17,1.0994692e-19
핵/Noun,1.635765e-16,3.6880607e-20,2.63894e-18,3.6436094e-18,1.5006373e-18
간단하다/Adjective,1.2861873e-15,6.5841376e-21,4.347639e-19,4.0733282e-16,2.8325212e-17
가구/Noun,3.9189832e-17,3.063332e-22,2.4853975e-19,2.5923386e-15,3.829832e-19
쓰시/Noun,1.5309528e-18,6.341524e-21,4.954564e-19,7.734105e-21,9.518987e-22
커플/Noun,4.06203e-17,3.5652474e-21,2.457324e-18,3.9498425e-16,5.607921e-19
벨/Noun,2.481077e-20,8.3245863e-22,8.84086e-19,4.7718495e-20,1.3436009e-22
잔잔하다/Adjective,1.4113992e-15,1.2827199e-20,1.1267711e-19,1.371351e-14,7.1644093e-19
돌아가다/Verb,6.0058073e-18,4.8965543e-22,2.3844032e-17,7.172265e-17,1.8034562e-18
그릭/Noun,7.104887e-19,8.002863e-23,8.6059196e-23,1.07466336e-20,1.685769e-20
하겐다즈/Noun,5.4244526e-17,7.3847785e-21,1.32035175e-20,2.6259856e-18,3.8292623e-19
만화/Noun,1.0250185e-17,7.991149e-23,3.426236e-19,1.9348112e-18,2.3176264e-19
왠지/Adverb,1.9106231e-17,1.5559505e-20,1.643119e-17,5.699239e-17,1.3313231e-18
피오/Noun,1.2081455e-16,5.3677725e-21,5.966414e-19,1.167072e-17,6.2811038e-18
한두/Modifier,7.528276e-21,1.618626e-25,3.7794074e-22,1.446552e-22,1.755174e-24
품절/Noun,2.0263339e-19,1.0108234e-22,3.481461e-22,6.7114886e-21,5.096007e-20
기름/Noun,2.2127615e-18,1.5094701e-22,3.78635e-21,2.9281774e-20,1.8200474e-21
면서/Noun,1.7551457e-18,1.1095585e-22,4.0890774e-19,2.0387016e-18,1.8029167e-21
나빠지다/Verb,1.3677218e-19,1.5798004e-22,8.446758e-20,4.0350274e-20,5.120321e-22
물리다/Verb,7.126851e-18,1.7522206e-20,1.04408236e-19,2.9105737e-18,2.98998e-18
입다/Verb,2.6785463e-17,8.733848e-22,1.3644825e-16,2.0565832e-16,1.6238763e-18
시폰/Noun,1.2388681e-17,7.062317e-22,2.3146035e-20,8.645098e-18,8.737165e-18
풍부하다/Adjective,5.9592376e-15,2.4390438e-21,2.8620927e-20,6.580683e-18,3.706779e-19
던지다/Verb,4.5645e-18,1.0976159e-21,1.0687611e-18,1.0967505e-19,1.5814844e-20
팔고/Noun,5.95855e-17,1.5427528e-20,4.1043414e-21,8.440872e-18,1.0831664e-20
백/Noun,3.1256318e-16,2.3505155e-20,1.338569e-19,2.9844875e-18,5.2301267e-20
화나다/Verb,2.598871e-17,4.719999e-20,9.568749e-16,5.4361095e-19,1.6197356e-20
열/Noun,5.895379e-17,1.0391145e-21,2.5689236e-19,4.666189e-18,3.9108977e-20
바게트/Noun,1.2452786e-17,8.4040026e-22,1.2226732e-20,2.9808904e-19,2.6969888e-19
가까이/Noun,7.8029615e-17,3.5630598e-20,1.0740374e-18,6.908582e-18,2.1577371e-19
배치/Noun,7.210365e-18,1.5590332e-21,1.0482487e-19,6.708405e-17,1.886862e-21
볶다/Verb,1.9745412e-15,1.155539e-20,9.571148e-18,7.373731e-17,1.6144005e-19
덕/Noun,2.7270866e-17,1.2517056e-21,4.2532837e-18,3.9688433e-16,1.7398005e-18
식물/Noun,7.5800424e-18,1.6760145e-22,6.1697935e-20,1.2892034e-15,1.5077919e-19
덤/Noun,5.5281046e-14,8.289005e-21,1.7712081e-17,1.557736e-15,2.418655e-18
댕댕/Noun,1.4494217e-18,1.7950719e-22,6.3278774e-19,1.4177174e-16,3.5177898e-20
체리/Noun,7.619535e-16,3.648542e-21,8.5533383e-20,6.256998e-18,3.5163825e-19
낡다/Adjective,2.0467275e-18,1.0186776e-22,2.6773484e-19,1.3864249e-16,5.6357334e-20
다리다/Verb,9.6373786e-20,7.955684e-23,1.31321885e-20,1.9461124e-20,1.8336583e-20
팬/Noun,9.124962e-15,2.9225978e-20,4.511839e-18,7.189995e-15,5.8883475e-16
바글바글/Adverb,7.434484e-17,1.133906e-21,1.7280053e-20,5.88958e-17,2.340146e-20
대서/Noun,5.3523456e-17,2.111751e-21,6.1583005e-18,7.7472526e-19,4.899944e-19
이미지/Noun,1.9618279e-17,3.1658764e-18,1.101976e-19,3.6170223e-17,6.8104024e-19
클럽/Noun,7.073798e-16,1.2079769e-20,2.4623138e-20,6.3609196e-17,2.1973758e-19
주택/Noun,7.046132e-18,9.16299e-21,8.1858125e-21,7.2174725e-16,1.658141e-19
불가/Noun,5.9682636e-17,1.925105e-21,8.413832e-19,5.6505704e-18,7.07926e-21
만해/Noun,7.0980985e-16,5.2225505e-20,5.057066e-19,8.5008555e-16,9.354499e-18
도심/Noun,2.760159e-17,6.705475e-21,1.3766872e-21,4.8917894e-16,2.7660136e-21
거임/Noun,8.653147e-18,8.3089735e-23,7.4905284e-19,9.249249e-19,4.4582806e-21
모던/Noun,1.3772384e-14,2.766015e-20,1.1778907e-18,2.1067265e-13,4.8238718e-17
무척/Noun,4.3564117e-16,8.83148e-21,8.8261766e-17,5.5723845e-15,5.2707303e-18
종일/Noun,2.2959739e-16,5.438613e-21,3.4873813e-19,3.499377e-18,6.7084975e-20
잡고/Noun,2.214552e-18,1.0906243e-22,9.3433624e-20,1.0061514e-18,2.1692584e-19
분만/Noun,1.760067e-18,7.977777e-23,2.8214552e-18,3.2225822e-19,6.216614e-21
천국/Noun,4.4619058e-13,1.1345216e-19,8.301576e-19,1.0612918e-14,8.310806e-17
떨기/Noun,1.3450043e-17,8.6467896e-23,7.0906723e-19,7.4086404e-16,5.4777213e-19
랄/Noun,1.6220426e-19,4.883231e-24,1.9953492e-22,9.835298e-20,6.6409186e-21
짧다/Adjective,2.853636e-18,2.6481024e-21,8.018931e-17,1.8424249e-18,2.1608331e-20
놀람/Noun,4.1389913e-15,1.110683e-18,1.0597488e-17,1.10229294e-16,5.120959e-17
메리트/Noun,1.0674938e-18,6.5224908e-21,4.591389e-20,4.083686e-18,1.8979874e-20
이기다/Verb,9.190274e-18,2.7440069e-21,1.9355842e-20,2.0979765e-17,1.5997007e-18
두운/Noun,6.439722e-20,5.434691e-22,1.006983e-21,1.604242e-17,4.878023e-22
주심/Noun,1.4311449e-15,1.7307028e-21,1.444835e-17,1.03199874e-16,6.1269895e-20
둘이서/Noun,3.6469944e-15,4.3675724e-18,4.7015643e-19,6.40504e-17,1.5235024e-17
식빵/Noun,3.0331898e-16,1.2625237e-22,1.5930067e-20,1.6589653e-17,2.7132623e-19
건강/Noun,1.6153631e-17,4.8200564e-20,6.0136217e-19,7.738607e-17,9.614696e-18
미안하다/Adjective,1.2645947e-17,6.5653735e-22,6.447302e-17,5.888569e-17,9.727988e-19
버블/Noun,6.4177086e-17,6.295875e-20,3.9049946e-20,3.147487e-19,6.241594e-19
더욱/Noun,2.717522e-17,8.130976e-21,7.668073e-19,1.4907965e-16,1.1234968e-18
블로그/Noun,1.407006e-17,1.9444696e-23,4.818754e-19,4.7322253e-19,1.123239e-19
휴지/Noun,1.0046402e-18,1.4875702e-23,2.9543102e-19,2.5927684e-19,1.7178053e-20
제품/Noun,7.4139555e-16,1.233331e-19,2.88722e-17,4.8850554e-17,5.161657e-16
셀프/Noun,1.078015e-18,3.4393277e-21,1.8951089e-19,5.803244e-19,8.1801006e-21
마당/Noun,3.6176277e-18,9.9036526e-23,9.92522e-21,5.554003e-16,2.1793514e-20
심각하다/Adjective,3.6557976e-15,4.19134e-17,2.9455033e-16,3.0260707e-16,4.664661e-17
새벽/Noun,3.307174e-16,2.657989e-22,9.864093e-17,1.7883928e-16,2.929563e-20
벌레/Noun,3.3619174e-18,2.6665503e-22,6.7644924e-20,8.976389e-18,6.7871345e-20
문/Modifier,1.5168733e-18,5.672199e-22,1.9052571e-19,2.7148889e-18,9.647936e-20
햇살/Noun,9.760305e-16,1.4665272e-21,7.1916546e-19,4.563219e-15,1.8456385e-19
밀탑/Noun,3.2538892e-16,7.620098e-21,6.062334e-20,2.5217484e-17,7.3494036e-19
무한리필/Noun,1.7108382e-15,6.2778606e-21,6.7338065e-19,2.5344327e-15,3.3792512e-17
작품/Noun,1.46454e-17,1.0446829e-21,2.3220058e-20,3.574762e-16,2.387131e-19
반지/Noun,1.7211447e-19,4.4128264e-24,6.338625e-20,6.082258e-19,1.0094334e-20
도르다/Verb,7.1933384e-16,8.2506086e-22,4.2379764e-19,1.1758217e-17,2.0352593e-18
입장료/Noun,1.3675824e-17,2.2528694e-18,2.974006e-20,8.956375e-19,6.610113e-20
샤/Noun,4.4974648e-14,4.891185e-19,2.0886009e-18,1.2713344e-14,1.3391583e-16
대응/Noun,6.5244417e-18,9.25559e-22,2.1683444e-15,3.1606496e-19,1.0000318e-20
개시/Noun,5.1195837e-20,6.497923e-23,8.658182e-22,7.395515e-22,1.6691811e-22
빨/Noun,6.0104005e-15,9.711446e-20,2.0085505e-17,2.3752093e-15,9.825825e-17
잊다/Verb,3.0304705e-17,1.7438177e-21,7.161294e-19,1.683938e-19,3.2139628e-20
싱글/Noun,2.324164e-16,4.4611536e-22,5.030838e-20,3.724797e-18,4.279319e-20
슈거/Noun,8.818008e-15,2.5108005e-21,3.777008e-18,8.842382e-18,5.975007e-17
돌다/Verb,6.8900803e-18,3.7111455e-22,2.3248345e-19,4.5200383e-18,1.0327528e-20
동반/Noun,3.2363542e-20,1.2870213e-23,1.8460178e-20,6.633864e-18,9.522802e-22
메인/Noun,3.896047e-15,2.611182e-18,3.095606e-19,8.4316444e-16,8.663424e-17
회전/Noun,1.1628934e-19,1.48133e-23,4.40762e-20,3.841274e-19,7.81936e-22
꾸준하다/Adjective,1.9039648e-18,8.155112e-21,1.2095143e-17,4.91586e-18,5.5056046e-19
상황/Noun,5.3190264e-17,5.3587526e-20,3.9743884e-16,1.6986183e-16,7.317597e-19
공장/Noun,1.97363e-15,1.552576e-21,3.3666017e-18,2.0146918e-15,8.210684e-19
곳곳/Noun,3.704537e-16,5.053397e-21,2.3272412e-17,1.4048602e-14,1.8508629e-19
동/Modifier,1.7628649e-15,1.7654255e-19,6.2792835e-18,2.6987435e-15,1.3293851e-17
내/Determiner,8.722226e-15,1.2752265e-19,3.2748345e-16,5.4490937e-16,4.440737e-18
욥/Noun,5.158046e-12,5.0332427e-18,1.1104348e-15,5.1408777e-12,1.4342087e-14
고기/Noun,9.5149e-19,5.4511746e-23,1.5962967e-21,8.305151e-20,3.5119436e-20
소음/Noun,9.040129e-19,1.3537942e-20,1.0586735e-18,1.2520854e-17,6.5574674e-21
저만/Modifier,8.005636e-17,1.2083732e-20,9.902507e-18,9.650044e-18,7.8194876e-20
예의/Noun,4.8461125e-18,2.3004118e-22,3.9666031e-16,1.8040203e-18,1.0777876e-20
적절하다/Adjective,3.807204e-15,1.1654648e-19,3.6309814e-19,2.557195e-16,7.8128424e-19
옛/Adverb,2.5180668e-17,1.1137652e-22,1.6746495e-19,4.0071316e-17,2.5063043e-20
당/Modifier,8.224387e-18,6.573773e-21,1.2921992e-19,5.833746e-17,1.4460474e-18
베이비/Noun,9.999503e-16,1.6868955e-19,2.252628e-19,6.6759074e-17,1.7812226e-17
바라보다/Verb,2.2379263e-15,4.272529e-22,2.0917813e-19,9.192452e-17,3.2517982e-20
특징/Noun,4.9448504e-15,7.829998e-19,1.02402084e-19,6.413307e-16,1.3758867e-17
더치커피/Noun,2.7007509e-12,3.1598406e-20,6.73399e-18,5.926073e-15,3.0015367e-16
브레드/Noun,1.0297386e-14,5.6165002e-21,2.140242e-20,1.2157968e-16,7.958041e-18
욕/Noun,7.736624e-18,1.8716928e-21,4.9889513e-18,2.714784e-19,2.0519643e-19
종이컵/Noun,3.3672436e-18,2.9213287e-19,5.720111e-22,9.35527e-21,2.4404027e-21
씻다/Verb,8.339856e-19,2.1862448e-21,2.6292335e-18,5.9573165e-19,3.1409127e-20
레트로/Noun,1.2149901e-16,2.4564863e-21,1.8325535e-20,7.818966e-16,4.677269e-20
지치다/Verb,1.27815485e-17,2.3111085e-21,2.4429867e-18,1.6661383e-17,2.0364928e-19
환경/Noun,3.6518227e-16,6.6030054e-20,8.133067e-18,4.5033486e-16,3.3646005e-17
데이/Noun,1.208445e-16,2.285938e-19,8.62773e-19,3.9137674e-18,3.0865165e-18
햄버거/Noun,2.0685651e-17,5.0637238e-20,3.903907e-20,5.450291e-19,2.2233284e-19
체적/Noun,1.1529214e-16,3.8131243e-20,1.1012196e-19,1.1262055e-16,6.2224336e-19
중이/Noun,9.969932e-19,8.985448e-22,6.590656e-18,3.1007136e-18,1.549147e-18
땜/Noun,5.5871695e-18,6.91606e-21,2.7895326e-17,1.4668045e-17,6.977752e-21
넉/Noun,2.7958593e-18,8.488872e-22,5.483235e-21,2.6518296e-16,4.2322072e-20
입안/Noun,3.5851116e-17,1.263419e-23,1.5019063e-21,5.0167356e-19,1.5778394e-19
매/Modifier,4.891227e-17,1.9430024e-22,5.3805297e-19,4.1171906e-18,1.2549772e-19
야채/Noun,1.8737092e-19,5.757546e-22,3.8264547e-21,4.030182e-20,1.1766101e-19
부탁드리다/Adjective,2.5559563e-16,3.4068266e-21,8.2169623e-16,1.4787139e-18,3.8583098e-19
베다/Verb,8.6344553e-17,1.4919135e-21,3.7695483e-20,8.651323e-20,9.545615e-20
귀/Modifier,3.7466305e-17,4.247748e-21,2.656057e-19,5.5894315e-17,4.344636e-20
영어/Noun,3.3676275e-19,3.904484e-22,2.4503026e-19,7.685121e-18,6.91897e-19
여성/Noun,2.9305272e-18,2.4794763e-21,6.628103e-16,6.0674095e-17,3.0554346e-20
겸/Noun,6.4778466e-17,5.1733956e-20,3.2287716e-19,4.370679e-15,8.1327604e-17
잡기/Noun,4.699397e-18,8.742714e-22,3.1694743e-20,3.5486714e-18,9.474176e-22
원대/Noun,6.9636175e-18,5.0095282e-18,1.0878291e-20,5.1833565e-18,1.1569068e-19
똥/Noun,1.447793e-16,3.8966132e-22,1.0554803e-17,5.162223e-18,5.562961e-20
당일/Noun,3.911592e-16,1.3007453e-19,1.2184422e-18,2.6873775e-18,4.2647704e-18
예/Modifier,2.3764227e-16,8.347072e-21,3.4786936e-18,1.962307e-17,6.087971e-18
구입/Noun,2.3455756e-16,6.2950373e-19,1.3186151e-20,5.0380643e-18,2.4692578e-18
가치/Noun,1.0453382e-18,3.541788e-18,1.9588934e-20,3.4455048e-18,6.125844e-20
머/Noun,4.284211e-16,3.8377274e-20,1.8204468e-17,1.7677866e-16,3.86382e-18
스피커/Noun,1.586884e-16,1.2985088e-20,2.184913e-19,5.0642575e-15,9.346896e-19
완전하다/Adjective,2.1760746e-16,2.4038445e-19,6.0810974e-19,2.478282e-16,9.36589e-18
숨기다/Verb,2.9950516e-16,2.0179092e-20,2.4578573e-19,2.60176e-15,6.7240557e-18
슈페너/Noun,7.804599e-17,8.702984e-22,2.9887213e-21,1.5841063e-18,9.6327845e-20
생기/Noun,9.020394e-18,1.1223856e-21,2.3305906e-17,2.0546384e-16,2.5060665e-19
냥/Noun,7.194244e-16,1.9178941e-19,1.01048344e-16,5.6656804e-14,2.3399444e-17
뻔/Noun,2.1304064e-16,1.3878923e-21,2.7302403e-17,6.666215e-16,1.2115692e-17
애프터눈/Noun,6.3786784e-18,1.1589812e-22,3.974166e-21,1.3884815e-19,2.9357942e-20
플라스틱/Noun,1.33408425e-17,8.213553e-22,4.0709296e-19,3.2443636e-20,4.2864422e-20
맛임/Noun,1.3497451e-14,1.2609373e-19,5.6715153e-19,9.5592585e-17,1.5873624e-16
휴무/Noun,1.1823835e-18,1.1264855e-22,1.937277e-19,3.5205452e-18,1.2712002e-19
산책/Noun,5.5079624e-17,1.6061002e-21,1.8015359e-20,1.4509501e-16,1.5989739e-19
아르바이트/Noun,2.6429597e-18,1.4184542e-22,2.8262408e-16,6.345472e-20,2.2893665e-20
색/Noun,9.710091e-17,4.7632267e-21,2.9610913e-19,2.3493102e-16,2.7534676e-19
대요/Noun,8.820602e-14,1.2438109e-18,1.43222e-16,1.477938e-15,2.714445e-17
올려주다/Verb,4.3888688e-17,1.8065314e-21,1.5949411e-19,1.5641586e-18,6.56887e-18
그건/Adverb,4.136813e-15,2.632013e-18,7.796714e-17,3.409811e-17,1.7093549e-18
열심히/Adverb,1.0468277e-16,8.984352e-22,7.276494e-16,5.064275e-16,1.14208695e-17
끝내주다/Adjective,6.9256617e-16,1.9521212e-19,1.4107989e-19,4.960267e-15,4.1194392e-17
프라이/Noun,4.869817e-17,2.010625e-20,2.0027417e-19,7.6803475e-17,6.610065e-19
미니/Noun,4.5759065e-16,4.1663247e-19,1.139584e-18,8.5763846e-17,6.2093955e-18
달라지다/Verb,3.794426e-17,6.8402594e-21,9.734373e-19,2.592641e-18,1.5251005e-18
연대/Noun,7.925875e-16,1.4825808e-21,1.5961339e-19,3.1997416e-16,7.2614257e-19
갖추다/Verb,2.7807054e-16,5.5694317e-22,3.6137242e-18,2.3671397e-16,1.0287039e-18
분리/Noun,2.3172374e-19,1.9563365e-23,2.2228599e-21,6.517647e-19,2.0359868e-20
잡히다/Verb,2.5037841e-18,9.968704e-21,1.2514251e-19,5.5779027e-19,2.9698227e-20
견과류/Noun,2.7742936e-17,7.196117e-22,3.7183071e-19,6.964972e-18,6.940117e-19
재고/Noun,6.955519e-18,6.591246e-22,2.218162e-18,1.7343866e-18,1.4676768e-18
스프레드/Noun,1.0951009e-16,6.5199755e-22,3.5798567e-21,2.8351993e-19,3.1012341e-18
혜화/Noun,7.5734894e-16,5.560903e-20,1.1654348e-17,1.854661e-16,2.861737e-17
달리/Noun,2.5929977e-14,1.0209778e-20,1.7167447e-19,1.1124703e-14,1.3157889e-16
해오다/Verb,1.636326e-17,4.814966e-20,5.5698015e-19,5.34041e-19,6.564458e-19
편입/Noun,1.8619475e-17,2.7174587e-18,2.8027562e-19,4.623774e-16,1.3182946e-18
가운데/Noun,1.1414293e-17,3.505651e-21,1.6064206e-19,1.1308636e-16,1.1561612e-19
블렌딩/Noun,8.685405e-15,2.4608193e-21,2.4904358e-20,2.655157e-18,5.1408205e-19
케익/Noun,1.0033538e-17,6.02818e-20,2.4278607e-19,1.2264208e-18,4.069971e-17
죽다/Verb,1.951068e-15,3.843674e-21,1.461515e-17,3.483888e-17,5.8383744e-18
곁들이다/Verb,2.346013e-17,4.7331387e-22,4.76748e-21,3.5253313e-17,3.848299e-19
율/Noun,7.0216033e-19,1.2150425e-21,7.002104e-19,5.9076685e-18,9.186964e-21
마이/Noun,8.602217e-14,4.6060444e-17,2.310709e-16,7.939981e-15,2.2418556e-16
고프다/Adjective,3.8168284e-16,3.8795007e-20,2.6889553e-19,1.3623708e-16,1.0572775e-17
짱/Modifier,1.0205755e-15,1.3484653e-19,3.8553544e-18,6.799169e-17,7.028012e-18
질문/Noun,1.2476133e-17,1.7421488e-21,1.8471117e-14,1.0461806e-17,2.3186512e-20
를/Noun,4.5938358e-15,2.8861458e-21,4.5505393e-18,1.6878114e-17,1.05798774e-17
자랑/Noun,1.2934095e-16,8.858279e-19,3.2589045e-18,8.940958e-16,1.0064085e-18
셰이크/Noun,2.1658386e-16,1.9961733e-20,1.1011145e-19,3.6261543e-17,7.9416345e-18
누구/Noun,3.706007e-16,9.200753e-20,1.7285626e-16,3.31427e-17,6.028506e-19
시반/Noun,4.3798495e-19,3.4558835e-22,5.565957e-19,4.3421864e-19,6.630417e-20
씹히다/Verb,4.6840996e-16,6.542305e-20,2.4988878e-19,1.9889022e-17,4.754046e-19
기존/Noun,2.5005104e-14,3.8135771e-19,3.460257e-18,7.336442e-17,6.482989e-17
꼬끄/Noun,1.1432028e-17,6.891673e-21,6.026689e-19,2.1490144e-18,9.730698e-19
부담스럽다/Adjective,3.9900784e-17,7.284537e-19,7.879476e-17,1.9112063e-17,6.977577e-18
호/Noun,8.322162e-17,2.2128955e-19,1.6739788e-19,4.1270208e-17,6.8319215e-19
참다/Verb,1.0639296e-16,4.2723985e-22,8.2219754e-17,8.739199e-18,2.4992978e-19
시스템/Noun,8.945555e-18,3.0880358e-18,1.0722497e-16,4.6019522e-17,2.6113503e-19
몰다/Verb,1.3999776e-15,6.917248e-21,5.8073878e-18,4.4179624e-17,3.155953e-18
리얼/Noun,2.712336e-15,2.2975904e-20,5.8681324e-20,2.9555756e-17,3.125678e-17
구역/Noun,3.376663e-16,7.474511e-20,2.381175e-18,6.5121645e-16,2.7872215e-19
끝판/Noun,1.3458004e-16,7.0330975e-21,3.8689567e-16,2.6884028e-18,1.1244132e-20
마주/Noun,2.248361e-19,9.286844e-24,1.3490314e-19,2.858601e-20,5.2147243e-21
학생/Noun,1.7826237e-16,6.163509e-21,2.285478e-17,1.030186e-15,1.9227373e-18
안주/Noun,1.5545245e-15,8.9167227e-20,7.901255e-20,1.3135521e-16,2.7699353e-18
풀이/Noun,1.182321e-17,3.5400148e-20,7.746662e-19,1.6073408e-18,6.7350105e-20
묽다/Adjective,1.0227112e-15,8.0941536e-20,5.421776e-20,2.3896741e-18,2.7454247e-18
커피전문점/Noun,3.0193397e-14,4.5345754e-20,3.4803242e-19,3.395873e-15,9.45758e-19
카스텔라/Noun,8.356045e-16,1.0647487e-18,3.2981984e-19,1.6340687e-16,2.193242e-16
부족/Noun,9.091186e-16,1.6863287e-20,8.573142e-18,2.993668e-17,1.4350563e-19
난리/Noun,9.624204e-17,6.652912e-21,3.534675e-18,2.670913e-18,3.2503348e-20
제외/Noun,7.554615e-17,1.06379765e-20,1.2128771e-18,1.7797836e-16,3.267369e-18
명성/Noun,4.75438e-16,4.2804866e-16,5.1017093e-19,3.0186097e-17,1.1882668e-17
문화/Noun,5.146695e-16,1.3757639e-20,3.5743043e-20,1.85428e-15,6.1929784e-18
영화/Noun,9.088368e-18,1.065763e-21,2.1209171e-18,4.00391e-16,2.6363513e-20
오미자차/Noun,1.2541286e-14,3.1856528e-22,1.3707297e-20,4.6395852e-17,2.0636066e-18
여의도/Noun,6.5450643e-16,5.4022805e-22,1.03364514e-17,1.5574916e-16,1.0957892e-18
묘/Noun,2.3476077e-16,1.8674485e-22,1.37907634e-17,4.1714176e-17,4.3999955e-19
제조/Noun,4.310602e-17,7.9458685e-20,4.4011412e-17,3.5870795e-18,4.3308733e-18
여쭈다/Verb,3.1481373e-18,2.316686e-22,1.8798323e-17,3.247447e-20,6.118838e-20
하나요/Noun,7.329785e-17,7.6419846e-22,1.37103516e-17,2.9557773e-18,1.6387052e-18
맡다/Verb,2.2656787e-16,3.3170298e-23,1.0981578e-18,2.5142272e-17,2.1327195e-20
이색/Noun,2.248013e-16,2.1984645e-20,3.6889754e-20,1.447005e-14,8.3200036e-17
브륄레/Noun,3.3892324e-16,1.4721211e-21,2.8021896e-19,2.7368609e-18,1.0120453e-17
속이다/Verb,1.9483532e-15,1.1061076e-19,2.2455004e-17,2.7482566e-16,2.0973756e-18
매/Noun,6.465848e-17,1.1456715e-21,1.3545298e-17,1.0061019e-17,5.030037e-18
어딜/Adverb,4.3375737e-16,3.298159e-20,1.4242851e-19,2.7109385e-16,2.1353266e-18
가시/Noun,5.5718018e-18,4.935502e-23,2.7555273e-19,5.1917443e-19,1.9881494e-19
맛나/Noun,5.7034774e-14,1.0674985e-17,1.5400981e-16,2.6115359e-14,1.1966008e-16
롤/Noun,2.3787184e-15,6.863159e-20,8.727329e-20,1.6259295e-16,2.2516002e-16
오시/Noun,8.435271e-18,2.4368875e-20,5.52777e-17,2.1552303e-17,2.507539e-19
갈리다/Verb,1.498974e-16,6.188954e-21,6.1383415e-18,7.6477745e-18,1.0651589e-18
빌리다/Verb,6.585712e-16,5.8184215e-21,2.9621884e-18,2.52587e-16,1.0743781e-17
썩/Noun,3.6570072e-17,1.2197338e-20,2.286157e-18,4.7412855e-16,3.5852037e-19
카레/Noun,3.000438e-16,2.2219961e-20,7.7064887e-19,2.1360216e-16,3.6776e-17
쏟다/Verb,1.0004186e-17,4.5951668e-23,2.2373432e-17,1.0028104e-17,2.6241831e-18
상해/Noun,5.2298096e-19,2.7519817e-23,4.862366e-20,2.8279514e-19,8.399043e-20
아무튼/Adverb,1.2405772e-14,2.1023076e-20,1.3070585e-17,7.3405374e-15,1.8631482e-17
콘도/Noun,3.723009e-17,3.2820925e-21,1.2466462e-19,3.832991e-18,4.193273e-18
환기/Noun,2.5125289e-18,2.6591464e-21,6.012589e-19,2.0001322e-17,3.2699233e-19
배다/Verb,2.1220776e-15,4.0240524e-20,4.432966e-19,3.0269596e-16,7.8789563e-19
새우/Noun,1.8313494e-15,8.715485e-20,7.672115e-18,1.6493872e-16,8.547899e-18
또는/Adverb,3.374939e-15,3.7213666e-22,9.970084e-19,1.4650548e-16,9.965218e-19
청/Noun,2.6980117e-16,6.653339e-22,7.900174e-19,1.2866534e-15,2.0111201e-16
끊다/Verb,1.3381924e-17,1.0950271e-21,8.143316e-17,3.181662e-19,3.6924067e-22
막상/Noun,1.9950715e-18,1.00287836e-19,2.5862293e-19,1.5317415e-18,1.1687555e-18
대체로/Noun,9.4041975e-14,3.1287677e-17,2.4911917e-16,2.4300859e-14,1.8326482e-16
본사/Noun,3.5620885e-16,5.220297e-21,1.05267025e-16,2.166424e-17,7.9018325e-19
유지/Noun,8.844849e-17,4.8717767e-21,2.6199809e-19,1.4102407e-17,1.2359968e-19
쌓이다/Verb,2.9759967e-17,7.1784915e-21,1.607642e-17,1.2464574e-17,1.9443104e-19
연/Noun,1.9678411e-15,9.234751e-21,1.6136696e-17,1.9870985e-16,1.5558222e-17
채광/Noun,2.5990717e-15,6.0140744e-21,7.103349e-17,5.182342e-13,3.0236803e-17
포기/Noun,6.8029054e-17,2.7681263e-20,2.7170232e-18,1.9890312e-17,8.682008e-19
마리/Noun,3.7105304e-18,2.23098e-22,6.7927813e-20,2.2739456e-18,4.3826032e-21
곳도/Noun,6.078115e-16,7.1221963e-20,5.140747e-17,4.8947976e-15,2.7465558e-18
다리/Noun,4.838945e-18,4.345029e-22,3.7145947e-18,2.4491743e-17,1.4197819e-20
책상/Noun,2.0677977e-19,1.3610903e-20,1.104784e-18,1.7437414e-17,2.9308037e-20
장님/Noun,1.4840323e-17,2.6534403e-22,5.285753e-17,6.587973e-16,2.1045384e-20
다크/Noun,1.6243741e-15,2.794766e-22,2.1244119e-21,4.3950993e-18,1.3629301e-19
금요일/Noun,9.161851e-18,7.533637e-24,1.3780021e-19,1.2115975e-16,4.816273e-19
어이/Noun,3.4943094e-17,2.428157e-19,5.0578816e-17,3.1084705e-18,5.850902e-19
한남동/Noun,9.0230236e-15,1.078271e-16,1.1072062e-17,4.4515837e-14,7.2178854e-16
홍콩/Noun,1.4456194e-15,6.4705537e-19,2.6425565e-18,5.857942e-17,1.8808436e-17
속도/Noun,2.0000254e-17,1.2091216e-18,1.3446517e-15,3.9511063e-17,3.7775846e-18
망치다/Verb,2.1717715e-15,1.2968752e-20,1.7961049e-16,1.01306557e-16,5.4947783e-19
힘/Noun,8.88649e-15,3.7432537e-20,3.6360444e-17,3.8267127e-16,1.2156287e-18
글쎄/Noun,1.2464491e-15,4.9791432e-17,5.1033268e-18,2.177894e-15,6.36041e-17
올/Modifier,3.850934e-16,4.9929475e-19,7.634308e-18,2.827202e-15,1.1728158e-17
장통/Noun,1.4122797e-19,2.4775358e-23,9.2209914e-20,6.460075e-18,8.06942e-22
에이/Noun,1.7945501e-16,9.980538e-21,4.4019573e-20,1.6890932e-17,7.111259e-19
숍/Noun,3.3901356e-17,5.27565e-21,8.3732e-19,2.1943552e-16,4.652184e-18
감안/Noun,1.4466117e-16,3.3617103e-19,5.1622796e-19,2.6695798e-17,1.3617608e-19
