,커피/Noun,가격/Noun,직원/Noun,분위기/Noun
젠/Noun,5.9141305e-21,9.768422e-24,2.1835278e-21,1.2511374e-21
레이스/Noun,2.143129e-17,8.076199e-21,8.295996e-21,6.883122e-17
아지트/Noun,1.4475826e-17,5.0083886e-23,9.52674e-19,4.590435e-16
검색/Noun,5.6840347e-19,1.333761e-21,1.429865e-19,1.059906e-18
누가/Noun,1.395556e-17,4.718102e-23,1.8314431e-19,2.498324e-20
환상/Noun,1.6265924e-17,3.8424446e-20,2.2674638e-20,8.859534e-18
갑/Noun,7.6732893e-17,3.3324826e-20,3.076699e-19,8.021742e-18
분도/Noun,9.5731473e-20,4.4524127e-23,1.272571e-15,3.0306176e-19
유리/Noun,2.3957324e-20,4.4995182e-24,7.2005336e-23,4.2183476e-19
개도/Noun,6.1938023e-19,1.3122524e-20,4.5486807e-19,1.8451939e-20
확/Noun,1.5244093e-17,1.7454549e-21,8.881685e-21,2.5480365e-20
규모/Noun,5.3568317e-20,4.3676797e-22,4.9337963e-20,2.199935e-18
순간/Noun,2.9709006e-19,3.4280727e-23,2.9688727e-19,1.372629e-20
박스/Noun,6.0389586e-18,2.196107e-22,1.1247263e-20,1.5564075e-20
흔하다/Adjective,2.40031e-17,1.1779529e-19,4.1918615e-20,1.1473094e-17
거품/Noun,6.5364527e-17,3.0404817e-20,6.452142e-19,9.364888e-18
좌/Noun,2.5914817e-20,4.682151e-24,3.0428574e-22,2.1942608e-18
지저분하다/Adjective,4.8000748e-20,1.4526404e-22,1.0031467e-18,6.3722784e-19
사라지다/Verb,6.5782074e-15,2.5428137e-19,3.7463428e-18,8.355786e-17
아메리카/Noun,2.1313018e-15,1.605599e-20,1.7931378e-19,8.867581e-18
외관/Noun,1.0138032e-17,1.3629198e-19,1.3846051e-18,4.5931854e-16
설탕/Noun,3.7055954e-17,2.1500522e-21,5.7684784e-20,4.584249e-20
안감/Noun,4.532621e-20,1.6882588e-21,2.2337764e-19,9.686906e-22
정/Noun,6.812521e-15,1.7257534e-19,3.4681334e-18,1.2050575e-15
잠시/Noun,2.7210256e-19,2.1293985e-24,8.861341e-22,2.3264124e-20
그때/Noun,3.9237062e-19,2.1011189e-22,2.2844035e-19,1.2132376e-19
제/Modifier,2.6989482e-16,1.005476e-18,2.29562e-19,9.412123e-19
주차장/Noun,3.2333308e-20,1.3034511e-21,1.1290034e-20,6.511335e-19
여유롭다/Verb,5.508842e-18,4.222851e-21,3.3143424e-19,3.6179193e-17
에그타르트/Noun,1.0291344e-13,3.837144e-19,1.1813516e-17,1.6849633e-15
배려/Noun,3.793955e-21,2.6638533e-24,4.7221424e-20,1.2330809e-20
모금/Noun,1.9712408e-19,1.2222756e-22,1.4769739e-23,1.1503041e-22
밝다/Verb,1.4211651e-18,1.3752062e-22,4.5749598e-18,2.4318872e-16
엉망/Noun,6.263589e-18,2.3394855e-20,1.26452225e-17,1.3492791e-18
물다/Verb,6.8571696e-19,1.0224112e-22,6.164006e-20,9.431486e-21
아포가토/Noun,1.6853709e-12,4.3908406e-19,6.097945e-17,6.459913e-15
몽블랑/Noun,3.7513255e-15,1.0967464e-19,1.5863967e-20,1.0080228e-17
복잡하다/Adjective,2.9134826e-19,1.5148247e-20,6.644422e-19,2.4837308e-18
상하/Noun,2.9830095e-17,2.2639883e-21,2.017719e-18,2.9707533e-19
멋/Noun,2.5498283e-18,2.4031258e-22,1.3182128e-20,2.5132013e-17
단호박/Noun,1.906414e-18,3.5217876e-22,1.3396205e-20,3.316657e-19
돌아다니다/Verb,6.6959216e-19,1.29991e-22,1.2978712e-18,2.522701e-17
촬영/Noun,2.894473e-19,8.3731186e-23,3.216293e-20,4.7102195e-18
섞다/Verb,5.458825e-18,2.8299866e-22,3.3999034e-23,6.910571e-22
나요/Eomi,5.001945e-19,4.0633697e-21,1.4827335e-21,9.576727e-20
청결하다/Adjective,2.329274e-18,4.8970797e-21,1.0771118e-16,1.38306e-16
인터넷/Noun,3.1404382e-17,2.2800495e-20,7.967666e-19,2.777947e-17
영수증/Noun,1.5210735e-19,4.1035567e-22,4.0052744e-21,6.1461345e-21
링/Noun,1.1059772e-18,1.1882728e-22,1.9953379e-18,1.6173355e-18
벅/Noun,2.1588792e-21,8.084756e-24,5.135285e-22,2.5066077e-22
핫초코/Noun,1.27613975e-14,1.3248824e-20,3.6578263e-19,9.6773276e-17
소개/Noun,6.930669e-20,1.8654325e-23,6.163509e-21,4.2616106e-20
어/Eomi,5.804246e-17,6.322205e-20,2.6253675e-16,1.07790084e-16
사주/Noun,4.2676183e-18,2.4315931e-21,1.2159673e-18,1.3691589e-17
을지로/Noun,9.3085075e-18,1.3176096e-20,9.021998e-21,2.6733224e-15
갑자기/Noun,1.7834314e-18,2.2115745e-23,2.6420813e-19,1.5158718e-19
카야/Noun,2.2906365e-17,4.506617e-22,7.825601e-21,1.6840922e-19
여/Modifier,2.8451807e-17,3.0054933e-21,1.0497538e-18,1.4625524e-17
자르다/Verb,8.8070256e-20,1.5658388e-22,1.2749877e-20,4.7005756e-20
아아/Noun,2.3481577e-13,1.502825e-19,6.935962e-19,3.1849214e-16
고요/Noun,2.7375511e-17,2.5950134e-20,7.183891e-20,6.68097e-19
브랜드/Noun,1.5694377e-16,1.7875775e-20,9.526226e-20,4.050191e-18
레스토랑/Noun,1.3862806e-18,2.0866764e-23,1.5608115e-22,1.1834485e-18
바질/Noun,2.396778e-17,3.4194412e-22,8.566979e-22,6.222148e-19
충격/Noun,5.048123e-19,8.821269e-23,7.8753693e-22,3.429868e-21
주의/Noun,3.8100184e-17,2.236454e-19,6.838965e-18,2.6570516e-18
어이없다/Adjective,2.1558152e-16,6.345641e-20,2.2495731e-17,6.8382604e-18
목소리/Noun,1.7232856e-20,9.8648105e-24,4.7653966e-18,3.6189905e-20
당하다/Adjective,6.1507943e-16,2.278328e-20,9.97374e-18,2.7408652e-16
미국/Noun,2.1390138e-16,2.7414866e-20,6.7135665e-20,1.5033826e-17
보임/Noun,5.154122e-16,3.2846599e-21,8.910107e-17,4.1015818e-16
한가하다/Adjective,1.841938e-20,3.031188e-24,9.9383347e-20,1.1809359e-19
찍/Noun,6.5365704e-19,2.5555753e-24,2.722549e-21,6.0341885e-19
괜히/Adverb,5.771459e-17,1.0750038e-20,2.2103498e-17,6.2730346e-18
북/Noun,4.827632e-15,2.17897e-19,1.1470112e-18,2.3032178e-14
소/Modifier,4.44547e-16,1.8644018e-22,5.873484e-20,3.1030936e-17
아저씨/Noun,6.6433796e-20,1.1832564e-22,3.103002e-15,1.2700611e-19
공차/Noun,4.5482904e-15,4.6310575e-19,4.0589164e-17,1.2585309e-17
롱/Noun,2.3208339e-15,2.4934004e-21,1.6450239e-19,2.7057597e-18
필터/Noun,2.7857194e-14,9.5013245e-21,1.7136686e-20,2.990164e-17
예술/Noun,8.304127e-15,1.6338917e-19,9.461148e-20,3.8701377e-16
살리다/Verb,9.9256374e-21,6.750066e-25,5.6040146e-24,6.635601e-21
의문/Noun,1.4086485e-18,2.8801547e-19,1.5310923e-19,4.4882153e-19
정원/Noun,3.984538e-19,1.5349086e-22,9.398977e-22,1.32588044e-17
듬뿍/Noun,4.465823e-20,2.304064e-23,2.2387466e-22,1.1920691e-21
흑임자/Noun,7.828155e-17,2.5113643e-22,2.8130057e-20,8.3396285e-20
무섭다/Adjective,5.3606163e-19,3.4637368e-22,8.690698e-17,4.3187451e-19
프렌치토스트/Noun,7.434662e-15,3.9681258e-19,1.2170113e-18,3.7663362e-16
치킨/Noun,1.85803e-18,3.154863e-22,3.1528918e-21,8.772996e-19
서로/Noun,1.1658521e-18,8.6341994e-23,9.03413e-19,1.2053045e-17
더치/Noun,3.0284382e-16,1.5470379e-19,1.8633454e-19,6.189436e-18
배부르다/Adjective,6.50933e-17,1.4180012e-20,3.0311707e-20,1.9372853e-18
아담하다/Adjective,1.05391194e-16,1.8921682e-20,2.0607658e-19,3.4090684e-14
해봤다/Verb,2.8408725e-19,1.3715174e-23,1.3014208e-18,6.410676e-20
당기다/Verb,5.2628264e-21,5.398855e-24,1.4944296e-23,6.3045477e-21
오전/Noun,3.865366e-19,1.346993e-22,1.4811255e-17,8.204958e-18
외국/Noun,2.62735e-17,7.2950373e-22,9.1435117e-20,3.9513008e-18
해주시/Noun,7.979651e-19,1.1035308e-22,1.0262117e-17,2.717478e-19
냉동/Noun,4.213298e-19,2.294261e-21,1.8074894e-21,4.930577e-21
복숭아/Noun,6.597045e-18,1.9919733e-21,5.014052e-21,2.9798005e-18
전통/Noun,6.0280317e-16,2.4063007e-21,5.5896947e-22,7.5981725e-16
동물/Noun,4.9256773e-18,2.1991774e-20,6.970637e-17,7.5287504e-17
트/Noun,3.5175633e-19,1.7126606e-22,3.6078353e-22,1.4680904e-19
떠나다/Verb,5.2133e-18,8.0275376e-23,2.0073e-19,5.877496e-20
간식/Noun,1.5568232e-20,6.7850494e-24,7.4583015e-21,1.0368264e-20
잔뜩/Noun,2.239017e-17,2.9149994e-23,5.0238928e-21,9.546853e-20
클래식/Noun,4.7792847e-19,8.6368335e-23,1.5403577e-22,4.1982187e-18
빙/Noun,3.1091569e-19,2.1937374e-22,1.2720132e-22,1.4426732e-21
청계천/Noun,1.9699618e-20,6.82367e-25,2.0644606e-22,2.910504e-20
모/Noun,4.976642e-15,1.2029731e-21,1.578905e-19,7.626133e-17
포토/Noun,3.7239975e-20,5.4825573e-24,4.5489877e-21,3.6842095e-19
애정/Noun,7.9888525e-18,5.785085e-23,1.3679148e-19,3.2938373e-18
대체/Noun,4.8226572e-17,6.667164e-21,3.3100072e-20,6.5604054e-18
떡볶이/Noun,1.1069276e-17,2.1211962e-22,9.0228926e-21,6.9113996e-19
만석/Noun,1.9014154e-20,1.6032943e-24,2.4827416e-21,1.060896e-20
앤/Noun,2.5167783e-18,3.0214703e-22,8.034132e-21,9.069177e-19
오르다/Verb,3.2290445e-18,6.3582623e-21,4.6483806e-21,2.609519e-18
목/Noun,4.4405e-18,5.7361497e-22,2.0332705e-20,1.8417009e-18
감다/Verb,3.8684825e-17,5.5264934e-21,1.7853754e-21,5.065465e-19
얹다/Verb,1.6198722e-19,2.81298e-23,2.716695e-23,1.1179843e-21
후회/Noun,8.2990116e-19,3.408009e-21,5.931867e-21,7.331647e-20
장난/Noun,1.4786801e-18,1.0781197e-22,1.5277326e-18,6.715538e-20
시간대/Noun,1.2751542e-18,1.5993924e-22,2.566857e-19,5.0187484e-18
무지개/Noun,5.2034825e-19,5.4988976e-23,3.168649e-22,2.3950286e-20
드디어/Adverb,1.934458e-17,1.5174604e-22,4.0122827e-19,1.624063e-17
넉넉하다/Adjective,2.1806023e-17,3.1088472e-20,5.6486904e-20,4.3295044e-17
단체/Noun,6.659898e-20,4.233684e-24,1.1745659e-18,1.2701877e-18
기계/Noun,1.9380772e-17,1.341118e-21,8.2175146e-19,1.744965e-18
롤케이크/Noun,4.0438633e-17,5.0058695e-22,5.656644e-21,1.3233632e-18
청결/Noun,7.8299686e-19,4.4323335e-22,4.7855762e-20,9.497602e-19
구석/Noun,4.367751e-20,1.5127269e-22,4.8349886e-21,1.7794626e-18
공연/Noun,6.3452327e-19,9.66741e-23,2.6560543e-21,1.964538e-18
사서/Noun,2.846038e-17,3.1983548e-21,2.342984e-22,4.191238e-20
테/Noun,5.195061e-16,8.857666e-20,1.1843929e-17,1.979865e-16
가족/Noun,6.826249e-17,5.653255e-22,7.401087e-19,3.9424345e-17
공원/Noun,6.595177e-20,1.3792351e-23,2.5070462e-23,1.7389437e-19
석/Noun,2.8068128e-18,1.5363196e-23,5.90428e-21,9.85972e-19
빠르다/Adjective,4.1218265e-18,1.5523753e-20,4.8773464e-17,5.0417167e-18
약하다/Adjective,1.3718413e-16,1.3586988e-20,5.235893e-21,7.394342e-19
향기/Noun,4.229548e-18,6.5081933e-23,4.407889e-20,1.7748333e-17
나누기/Noun,1.9244459e-19,1.3425857e-23,2.9631673e-21,1.8950395e-16
신안/Noun,6.0319925e-22,1.5959716e-24,1.7923435e-20,1.0971638e-21
신/Noun,1.1006879e-16,2.9492078e-20,4.320115e-18,1.6707333e-17
천원/Noun,2.9260588e-18,4.481404e-20,7.189727e-21,1.7962391e-19
조/Modifier,1.0323407e-17,1.6876921e-21,3.816571e-21,3.385159e-18
재즈/Noun,1.64642e-16,1.1281197e-22,3.359454e-19,1.5688102e-15
일이/Modifier,1.1032551e-18,2.7968257e-21,5.2871596e-19,3.9549932e-19
발/Noun,4.468484e-19,3.6009844e-24,1.5752112e-19,1.9127441e-18
슈/Noun,2.4042768e-18,5.301714e-22,9.601152e-22,3.2118684e-19
가시다/Verb,9.029508e-20,1.4617782e-23,1.4864324e-20,9.005768e-21
머신/Noun,3.7382666e-16,1.924423e-20,5.2113064e-20,1.1496402e-17
대하/Noun,3.2583048e-20,9.308946e-23,1.4741858e-18,1.4251423e-21
데우다/Verb,9.865993e-21,1.0635727e-23,4.0634588e-23,1.4181018e-23
끄덕/Noun,4.23339e-18,4.0165336e-22,8.208797e-21,1.9672069e-19
눅눅하다/Adjective,5.1211347e-17,3.8290853e-20,2.3077719e-19,4.2884418e-18
젊다/Adjective,1.7494114e-17,5.6285304e-22,5.3941843e-16,6.30117e-17
수박/Noun,1.7879087e-16,1.0082438e-21,1.8597655e-20,5.0760045e-20
어제/Noun,3.7759296e-17,1.5842601e-22,2.4749066e-18,1.4835569e-17
세련되다/Adjective,9.084876e-16,1.7777716e-20,6.312565e-20,1.4679814e-15
쳐다보다/Verb,1.2410893e-20,1.0704587e-25,1.758348e-19,2.5471603e-21
꺼내다/Verb,2.9565084e-19,1.1544841e-23,3.383464e-20,8.662713e-21
퉁/Noun,9.816363e-21,4.7098483e-23,1.0831025e-16,1.0504137e-20
대표/Noun,2.808592e-17,1.7941204e-22,6.541478e-21,3.7466843e-19
트이다/Verb,3.4833796e-19,7.5948126e-23,6.186735e-21,3.3644064e-18
옥상/Noun,2.6024012e-18,2.1892555e-23,3.9441543e-22,4.550299e-17
전/Modifier,3.7113124e-16,5.5426445e-21,4.536948e-19,6.9515974e-17
미술관/Noun,9.561802e-19,8.276142e-22,1.832951e-21,1.5387761e-17
토요일/Noun,1.019656e-17,1.1445264e-22,8.278902e-19,2.5567338e-18
폭/Noun,4.0630198e-18,2.0869333e-21,5.3098323e-21,5.494508e-18
딱이다/Adjective,3.0154002e-16,9.452196e-21,1.9914437e-19,1.5954677e-15
케/Noun,1.5844197e-19,1.3373731e-21,6.4246246e-22,2.2038888e-20
긋다/Verb,2.5233345e-18,3.7582694e-24,7.986647e-21,1.6798904e-18
특유/Noun,2.0446694e-16,2.0715053e-22,3.695891e-20,5.0505934e-17
맛탕/Noun,1.8976666e-15,1.865905e-20,5.800303e-18,1.1600771e-16
토핑/Noun,1.04509944e-17,1.3660258e-21,7.03863e-20,1.4951918e-18
카카오/Noun,1.5928276e-16,6.3781125e-20,1.9576034e-18,7.069691e-18
데려가다/Verb,4.370287e-19,4.6476665e-23,1.3297947e-19,1.313621e-18
인간/Noun,3.5992806e-17,1.2168158e-19,1.0514577e-17,3.5486058e-17
불/Noun,8.106425e-19,1.8811487e-21,5.4803573e-18,7.495988e-19
나은/Noun,5.2082306e-18,8.610785e-22,4.2155923e-21,4.5042693e-19
단/Modifier,6.912273e-18,9.256689e-21,5.4671525e-21,1.2957534e-19
그린/Noun,2.0520045e-18,1.7517577e-22,8.083658e-21,1.2944935e-19
핸드폰/Noun,2.0289792e-19,8.385769e-25,1.38641865e-17,4.5805776e-20
진동/Noun,4.8691408e-20,5.2661145e-23,2.2236254e-19,8.1366894e-20
힌트/Noun,3.365624e-19,5.5305395e-22,1.0453951e-16,2.7120296e-20
버블티/Noun,2.5162638e-15,9.315531e-20,1.3349694e-18,4.068774e-18
학교/Noun,5.3853116e-20,4.886997e-23,1.5967247e-19,2.0356619e-19
몰리다/Verb,2.5390201e-22,6.185616e-24,7.769883e-22,8.596048e-22
시즌/Noun,6.0952677e-18,1.5067209e-21,2.1506607e-20,1.0825438e-18
세요/Eomi,8.107484e-17,2.7975087e-21,3.4502233e-20,1.6887068e-17
애견/Noun,2.6201819e-18,7.413141e-22,5.165138e-18,2.3932335e-17
창/Noun,1.41844e-19,5.2274856e-23,1.9409449e-20,1.9125253e-18
서빙/Noun,7.8931554e-19,1.1358368e-21,2.838037e-17,6.4309607e-19
협소해/Noun,2.37914e-19,1.3691716e-21,6.568365e-19,2.0336293e-18
깡패/Noun,1.28206585e-14,1.5266431e-18,9.391577e-18,6.4411625e-15
프랑스/Noun,8.198048e-17,2.1006013e-19,4.0884358e-20,7.127939e-18
씹다/Verb,2.2480019e-18,8.985038e-22,7.384159e-21,6.7319246e-21
한다는/Modifier,1.2715354e-18,2.1216664e-21,3.90144e-18,3.6307596e-19
찻잔/Noun,1.7339716e-16,1.8536106e-20,7.6870515e-19,8.712773e-17
데리/Noun,1.2093931e-19,5.965966e-24,4.9663504e-20,2.7564207e-19
럼블/Noun,4.89843e-19,1.5630861e-24,5.8545763e-22,3.7748848e-21
몸/Noun,1.4357107e-15,2.024239e-20,5.376634e-18,2.7970798e-15
라떼/Noun,5.1366945e-15,1.8797013e-19,3.0468112e-19,1.6704977e-17
스트레스/Noun,4.609751e-18,1.3762716e-22,2.407001e-19,3.471257e-18
언니/Noun,6.1897256e-16,2.2965364e-22,2.607401e-17,1.9142863e-16
대단하다/Adjective,6.270341e-15,1.4961324e-19,1.3036171e-18,4.4209487e-16
양/Modifier,9.265651e-16,4.344427e-17,1.0360096e-17,8.965271e-17
레모네이드/Noun,1.4494066e-16,1.1204947e-21,5.3386757e-20,2.8898742e-18
아름답다/Adjective,2.7974183e-17,8.211333e-21,5.952813e-21,5.4026038e-17
추하다/Adjective,2.0477117e-18,2.7684194e-22,3.1071292e-19,6.8448377e-18
미지근하다/Adjective,7.369878e-17,5.93103e-21,4.688704e-19,4.0577025e-20
분기/Noun,3.2147473e-20,7.829777e-22,4.7261972e-20,1.694699e-20
음료수/Noun,8.256014e-13,7.966454e-18,2.1562109e-15,1.9386572e-14
산도/Noun,4.385438e-17,4.9654793e-20,1.791948e-19,8.076088e-18
가을/Noun,6.403815e-18,1.1829574e-24,3.2811535e-21,1.0017744e-17
라즈베리/Noun,7.835594e-17,4.541703e-22,4.8522308e-20,3.2465336e-18
찾아보다/Verb,4.5979666e-18,3.4428162e-23,2.6009202e-20,1.109675e-18
호텔/Noun,1.3635732e-14,2.1748274e-18,1.0474459e-18,2.2988584e-15
미가/Noun,1.2681168e-16,1.752467e-21,1.6776026e-20,8.387686e-18
막히다/Verb,1.3544928e-18,6.84717e-23,5.7254004e-20,1.2039948e-17
돌리다/Verb,1.4703787e-17,8.745889e-21,2.2317441e-16,2.7194394e-18
토/Noun,7.7405296e-16,5.0256155e-22,1.39983e-20,7.158867e-18
잡/Noun,4.1712544e-19,7.439762e-24,1.4242898e-20,2.2564205e-19
불구/Noun,9.231414e-19,6.8934615e-21,3.1197235e-16,9.36589e-18
척/Noun,3.0162068e-15,1.5616545e-18,2.7833264e-16,2.6404029e-16
유기농/Noun,4.160423e-16,1.4757323e-19,2.9451717e-20,6.11453e-17
울/Noun,8.89041e-18,2.5442567e-21,9.0447457e-20,2.1125286e-17
밀가루/Noun,7.264426e-17,9.062701e-21,2.316821e-20,6.170476e-20
마지막/Noun,1.7267947e-18,1.6693467e-22,1.0664875e-20,2.0187945e-20
줍다/Verb,1.0934186e-16,1.2957181e-20,1.4493886e-18,1.7095904e-17
결제/Noun,5.5196935e-19,2.341501e-22,3.5591085e-19,1.5686803e-20
피다/Verb,2.4864788e-19,6.690317e-23,5.5257316e-22,2.4396234e-19
대로/Noun,3.7376697e-15,5.272474e-20,6.4291e-18,3.0452806e-17
우/Adverb,7.7917227e-16,1.1020473e-19,2.071067e-18,1.4368716e-16
탁/Noun,3.0470337e-18,1.2525607e-21,3.024772e-20,6.4833344e-17
개념/Noun,4.3931215e-18,6.003504e-22,1.1697596e-17,3.45779e-18
안경/Noun,1.3884755e-20,2.916799e-25,5.367105e-18,1.9958917e-20
써주다/Verb,1.5416409e-20,4.667337e-22,1.5285536e-19,7.207415e-20
복작/Adverb,5.201478e-19,2.798971e-21,3.7266264e-20,5.0514195e-18
위층/Noun,7.244556e-17,1.9095274e-20,4.848755e-19,9.499361e-15
걷다/Verb,1.6382373e-17,1.3612868e-21,1.0078055e-21,2.5989291e-18
마치/Noun,5.1049485e-16,4.0069097e-21,3.8109302e-19,1.012752e-17
소문/Noun,5.760109e-17,6.60016e-20,2.184489e-18,4.3743394e-19
팡/Adverb,1.4459095e-18,2.73865e-23,3.5861456e-20,8.103696e-21
김/Noun,1.0024662e-17,1.3973216e-21,1.2471416e-18,3.2545918e-19
깎다/Verb,1.2847149e-17,1.650882e-20,1.5162368e-18,1.4072628e-18
추출/Noun,4.2383506e-18,2.2179035e-22,2.7172486e-20,5.9456866e-21
아마/Noun,5.7097983e-15,2.5826182e-21,2.5384165e-17,3.8405304e-17
병/Noun,4.7202565e-18,1.9557257e-22,4.8787907e-20,3.898403e-19
그걸/Adverb,2.5825841e-17,8.246432e-20,1.0891506e-18,1.4450218e-18
어우러지다/Verb,4.3722587e-17,3.789048e-23,1.2646879e-22,3.2951188e-18
투/Noun,1.4901313e-16,5.6563636e-21,3.8664887e-18,6.014592e-17
치/Noun,1.0987503e-15,1.17660685e-17,1.0783557e-19,1.9885771e-16
하라/Noun,1.02003393e-16,1.9388359e-20,4.0225082e-17,5.0025394e-18
시기/Noun,1.9593973e-17,2.8942385e-21,4.7758245e-18,7.850636e-19
자극/Noun,9.201574e-17,3.2249403e-21,1.3088285e-19,4.2665136e-17
밸런스/Noun,3.033767e-17,6.249144e-20,1.3657346e-20,3.5963848e-17
씨/Noun,2.0676973e-17,5.887544e-22,6.0566273e-19,2.9771206e-17
막다/Verb,8.831353e-19,1.0575377e-21,4.482945e-19,3.6154462e-19
은근/Noun,6.4334243e-16,1.9219341e-22,9.106314e-17,1.6557038e-16
소시지/Noun,9.7510926e-20,5.183522e-23,9.345309e-23,4.2586327e-22
뭔/Modifier,2.022813e-18,4.3215567e-22,1.3071526e-18,1.1908295e-19
여행/Noun,4.679987e-18,6.57783e-23,2.6490247e-19,5.600976e-18
단연/Noun,9.354178e-18,3.4566863e-23,1.7614076e-21,3.79671e-19
런가/Noun,3.9219554e-19,1.4599957e-22,1.8710033e-18,2.2127942e-19
유일하다/Adjective,1.868023e-17,4.983694e-21,2.6975326e-20,1.17047e-16
여기저기/Noun,1.5433959e-18,1.2710473e-23,6.5946735e-20,2.5563632e-18
밀푀유/Noun,1.8257132e-15,5.6875202e-21,5.985491e-20,1.5435918e-16
타임/Noun,2.3705194e-16,3.5463115e-21,2.5688198e-16,1.1554664e-16
하얗다/Adjective,1.8775175e-17,5.378672e-23,2.9884278e-19,3.7563495e-16
파/Noun,2.9441763e-17,1.9460976e-20,1.00082224e-19,3.3347002e-17
차분하다/Adjective,1.1476434e-15,5.1314912e-20,2.7063702e-17,5.651752e-12
요기/Noun,1.4558853e-15,2.8755425e-20,1.1839136e-18,3.3359378e-15
어수선하다/Adjective,1.8294558e-16,2.8274553e-19,3.48576e-18,3.3333447e-14
감각/Noun,1.340856e-15,4.0788845e-21,7.209897e-18,3.0191324e-14
안타깝다/Adjective,2.870033e-18,1.589098e-20,1.5285478e-19,3.9155e-18
국내/Noun,1.9031535e-16,1.3487779e-21,9.109602e-20,6.479202e-18
후르/Noun,2.4518078e-19,7.817541e-22,2.6255225e-20,1.6421775e-19
츠/Noun,1.9030853e-19,9.496283e-22,3.8036914e-22,2.8412504e-20
베스트/Noun,4.9750774e-18,1.464648e-22,9.122354e-22,2.6365726e-20
촌/Noun,1.2867258e-17,1.7716767e-22,7.2446204e-22,3.36487e-17
아직도/Adverb,5.712276e-17,3.1386116e-21,1.0306369e-17,4.7930166e-18
갓/Noun,2.4038285e-17,2.8441113e-21,2.7822714e-19,1.2247937e-18
냄비/Noun,1.9181166e-16,1.2735834e-19,1.7435469e-19,4.9652026e-17
너/Modifier,2.0284152e-18,9.598734e-22,2.6214706e-19,4.425211e-19
점원/Noun,2.4776758e-17,2.3564126e-21,2.1811942e-12,4.455824e-17
자연/Noun,6.96556e-17,3.161105e-21,4.3205883e-20,1.1168745e-16
아포/Noun,8.039633e-18,6.4999094e-22,4.5334274e-23,7.527853e-19
물이/Noun,4.395441e-15,2.0976063e-19,6.806926e-18,9.213064e-16
오레오/Noun,1.5571404e-17,2.0394296e-21,1.2889155e-19,3.2527177e-19
틀어주다/Verb,3.6906255e-18,2.0365598e-22,4.2205873e-18,5.8751515e-17
저격/Noun,2.211479e-18,5.869217e-24,4.1012427e-21,9.511089e-19
골/Noun,1.4978772e-15,1.5141371e-20,2.3835836e-18,1.6978392e-18
사르다/Verb,2.0718335e-18,4.352395e-22,5.72608e-19,1.2876764e-20
콩/Noun,1.5765249e-15,6.9459074e-22,9.1163406e-21,2.3775446e-18
꿀맛/Noun,6.613606e-16,4.5106123e-20,5.181002e-19,7.158762e-17
법/Noun,1.090441e-15,5.4796435e-19,4.039837e-18,3.6413745e-17
핵/Noun,5.1536866e-17,9.302246e-21,3.2234817e-18,2.2753427e-18
간단하다/Adjective,3.3019298e-16,9.484409e-22,9.771424e-20,3.568547e-17
가구/Noun,1.5230142e-17,1.7554637e-22,1.761563e-20,2.6558498e-15
쓰시/Noun,2.195031e-18,7.860696e-21,1.2242287e-18,6.2860322e-21
커플/Noun,4.490463e-17,5.5951373e-21,3.0905225e-18,4.0537345e-16
벨/Noun,1.06197704e-20,8.021665e-22,5.1673037e-19,8.415075e-21
잔잔하다/Adjective,1.243922e-15,1.3558561e-20,1.5554289e-19,1.1543749e-14
돌아가다/Verb,2.3026378e-18,2.6086482e-22,9.773372e-18,8.425753e-18
그릭/Noun,2.4266662e-19,7.279748e-22,1.9119599e-22,4.719313e-21
하겐다즈/Noun,1.3454866e-17,3.6234227e-21,4.470764e-21,5.129752e-19
만화/Noun,4.838244e-18,4.5888257e-23,2.8533404e-19,9.843673e-19
왠지/Adverb,5.8721935e-17,2.253744e-20,4.3442447e-17,7.58615e-17
피오/Noun,1.143897e-16,7.4622855e-21,5.6098257e-19,9.373073e-18
한두/Modifier,4.706764e-21,9.4051263e-26,7.3829434e-22,1.2986956e-22
품절/Noun,8.36164e-20,7.47373e-23,9.1889535e-23,3.214145e-21
기름/Noun,3.319595e-18,2.2190884e-22,2.7068187e-21,1.07871315e-20
면서/Noun,1.0333172e-18,3.5747765e-23,2.34449e-19,1.254638e-18
나빠지다/Verb,1.0085371e-19,5.545008e-23,5.468094e-20,5.0956962e-20
물리다/Verb,2.3372402e-18,2.1767174e-20,5.887527e-20,9.215511e-19
입다/Verb,2.044606e-17,5.7887527e-22,8.8595385e-17,7.8047184e-17
시폰/Noun,4.361695e-18,5.770497e-22,2.386256e-20,1.7754352e-18
풍부하다/Adjective,2.574776e-15,3.310826e-21,5.301898e-21,3.154665e-18
던지다/Verb,4.3040933e-18,1.3678769e-21,2.2306015e-18,1.5408303e-19
팔고/Noun,1.156908e-17,3.0800093e-20,2.4207463e-21,2.2420927e-18
백/Noun,1.032577e-17,4.549561e-21,7.9356296e-20,1.5384397e-19
화나다/Verb,1.6091269e-17,7.2761456e-20,4.2949295e-16,1.3836329e-19
열/Noun,9.975801e-17,2.1875464e-21,8.6257845e-20,2.9320703e-18
바게트/Noun,3.4498318e-18,8.985038e-22,8.4396996e-21,2.0084797e-19
가까이/Noun,3.8021635e-17,1.7110436e-19,2.7215458e-18,3.807648e-18
배치/Noun,7.358974e-18,1.0235355e-21,1.6828787e-19,4.7313636e-17
볶다/Verb,1.0362993e-15,2.507385e-20,9.9360315e-18,9.423629e-17
